Frames,Total Rotations,Average time per rotation (s),Rotations per 20 seconds,Mouse number,Hemisphere,Brain region,Stimulation,Time stim is ON (s),Session #,Control #,File name path,Video file,Time stim is OFF (s)
500,0.0354846689989375,563.6236877565025,0.0354846689989375,12,Left,SNr,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_3.h5,12_left_SNr_0Hz_3,20.0
750,-0.2131429478495543,140.75061034238547,0.1420952985663695,12,Left,SNr,0Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_3.h5,12_left_SNr_0Hz_3,30.0
750,0.1531459472453995,195.89156970591128,0.1020972981635997,12,Left,SNr,0Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_5.h5,12_left_SNr_0Hz_5,
750,0.2679065995037504,111.97932434501313,0.1786043996691669,12,Left,SNr,0Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_5.h5,12_left_SNr_0Hz_5,
750,0.956687257193254,31.35821008844053,0.6377915047955027,12,Left,SNr,0Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_5.h5,12_left_SNr_0Hz_5,
750,0.8052601957476976,37.25503900282131,0.536840130498465,12,Left,SNr,0Hz,30.0,4.0,,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_5.h5,12_left_SNr_0Hz_5,
250,-1.237012226075419,8.08399447410984,2.474024452150838,12,Left,SNr,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_5.h5,12_left_SNr_0Hz_5,10.0
500,-1.3154818525622722,15.203554470207518,1.3154818525622722,12,Left,SNr,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_5.h5,12_left_SNr_0Hz_5,20.0
500,-1.7994659169212284,11.1144088987352,1.7994659169212284,12,Left,SNr,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_5.h5,12_left_SNr_0Hz_5,20.0
500,-0.9938032150925524,20.1247084898366,0.9938032150925524,12,Left,SNr,0Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_5.h5,12_left_SNr_0Hz_5,20.0
500,-0.6159820342493296,32.46847941656793,0.6159820342493296,12,Left,SNr,0Hz,,,5.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_5.h5,12_left_SNr_0Hz_5,20.0
500,1.0408514966291953,19.21503698151959,1.0408514966291953,12,Left,SNr,0Hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_6.h5,12_left_SNr_0Hz_6,
250,-0.0225516177698959,443.4271679324463,0.0451032355397919,12,Left,SNr,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_6.h5,12_left_SNr_0Hz_6,10.0
250,-0.139441247361244,71.71479163617532,0.2788824947224881,12,Left,SNr,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_6.h5,12_left_SNr_0Hz_6,10.0
500,0.3207182009758585,62.36004049394584,0.3207182009758585,12,Left,SNr,0Hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_7.h5,12_left_SNr_0Hz_7,
250,0.0593184787621172,168.58153156797297,0.1186369575242344,12,Left,SNr,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_7.h5,12_left_SNr_0Hz_7,10.0
250,-0.2892607046019276,34.57088999959989,0.5785214092038553,12,Left,SNr,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_7.h5,12_left_SNr_0Hz_7,10.0
500,-0.9307324628349604,21.48845215850868,0.9307324628349604,18,Right,SNr,50Hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/18_right_SNr_50Hz.h5,18_right_SNr_50Hz,
500,-1.580903497251005,12.65099358359161,1.580903497251005,18,Right,SNr,50Hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/18_right_SNr_50Hz.h5,18_right_SNr_50Hz,
500,-0.3620027177697438,55.24820400028389,0.3620027177697438,18,Right,SNr,50Hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/18_right_SNr_50Hz.h5,18_right_SNr_50Hz,
750,0.5358302894544128,55.98787636762056,0.3572201929696085,18,Right,SNr,50Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/18_right_SNr_50Hz.h5,18_right_SNr_50Hz,30.0
1000,3.644417129507348e-05,1097569.201838517,1.8222085647536737e-05,18,Right,SNr,50Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/18_right_SNr_50Hz.h5,18_right_SNr_50Hz,40.0
1000,0.1430311802461677,279.6593017771154,0.0715155901230838,18,Right,SNr,50Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/18_right_SNr_50Hz.h5,18_right_SNr_50Hz,40.0
2500,-0.2393989672382691,417.7127460222999,0.0478797934476538,18,Right,SNr,50Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/18_right_SNr_50Hz.h5,18_right_SNr_50Hz,100.0
500,-1.995007992113872,10.02502249567852,1.995007992113872,18,Right,SNr,0Hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/18_right_SNr_0Hz.h5,18_right_SNr_0Hz,
500,-0.6197577208940395,32.27067501659962,0.6197577208940395,18,Right,SNr,0Hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/18_right_SNr_0Hz.h5,18_right_SNr_0Hz,
500,-1.0204569838668704,19.59906229874871,1.0204569838668704,18,Right,SNr,0Hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/18_right_SNr_0Hz.h5,18_right_SNr_0Hz,
750,0.4257997012812592,70.45566239179604,0.2838664675208395,18,Right,SNr,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/18_right_SNr_0Hz.h5,18_right_SNr_0Hz,30.0
1000,-0.0436732320527943,915.8928277084252,0.0218366160263971,18,Right,SNr,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/18_right_SNr_0Hz.h5,18_right_SNr_0Hz,40.0
1000,0.3716467511294624,107.62908562616784,0.1858233755647312,18,Right,SNr,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/18_right_SNr_0Hz.h5,18_right_SNr_0Hz,40.0
2500,1.3568439526233822,73.70044271241035,0.2713687905246764,18,Right,SNr,0Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/18_right_SNr_0Hz.h5,18_right_SNr_0Hz,100.0
750,-1.5769418349689324,19.024163944887057,1.0512945566459548,18,Right,SNr,0Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/18_right_SNr_0Hz_2.h5,18_right_SNr_0Hz_2,
750,-1.3304212389118468,22.549249157009125,0.8869474926078978,18,Right,SNr,0Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/18_right_SNr_0Hz_2.h5,18_right_SNr_0Hz_2,
750,-2.334829535936538,12.848903758606308,1.556553023957692,18,Right,SNr,0Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/18_right_SNr_0Hz_2.h5,18_right_SNr_0Hz_2,
750,-0.5686701315813854,52.75466097819232,0.3791134210542569,18,Right,SNr,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/18_right_SNr_0Hz_2.h5,18_right_SNr_0Hz_2,30.0
750,0.1843905922753816,162.69810530895157,0.1229270615169211,18,Right,SNr,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/18_right_SNr_0Hz_2.h5,18_right_SNr_0Hz_2,30.0
750,-0.2576010006043934,116.45917496287994,0.1717340004029289,18,Right,SNr,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/18_right_SNr_0Hz_2.h5,18_right_SNr_0Hz_2,30.0
2250,-2.3788179363689146,37.83391684753234,0.528626208081981,18,Right,SNr,0Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/18_right_SNr_0Hz_2.h5,18_right_SNr_0Hz_2,90.0
750,0.915852383032594,32.75637051973728,0.6105682553550627,18,Left,SNr,0Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz.h5,18_left_SNr_0Hz,
750,-0.0406277667907072,738.4112485075566,0.0270851778604715,18,Left,SNr,0Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz.h5,18_left_SNr_0Hz,
750,0.943688942192188,31.79013619711389,0.6291259614614587,18,Left,SNr,0Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz.h5,18_left_SNr_0Hz,
750,0.2018106061522579,148.65422869482992,0.1345404041015052,18,Left,SNr,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz.h5,18_left_SNr_0Hz,30.0
750,0.3763604858563275,79.71081217982127,0.250906990570885,18,Left,SNr,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz.h5,18_left_SNr_0Hz,30.0
750,1.1009220192829063,27.249886435681177,0.7339480128552709,18,Left,SNr,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz.h5,18_left_SNr_0Hz,30.0
2250,-2.8137691712441595,31.985566165047167,0.6252820380542577,18,Left,SNr,0Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz.h5,18_left_SNr_0Hz,90.0
750,0.0308806685231961,971.4815590039874,0.0205871123487974,18,Left,SNr,50Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz_2.h5,18_left_SNr_50Hz_2,
750,-0.3564580142944102,84.16138450241725,0.2376386761962734,18,Left,SNr,50Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz_2.h5,18_left_SNr_50Hz_2,
750,0.1555547174063815,192.8581819966668,0.1037031449375876,18,Left,SNr,50Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz_2.h5,18_left_SNr_50Hz_2,
750,0.9219021707009756,32.541413778415624,0.6146014471339837,18,Left,SNr,50Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz_2.h5,18_left_SNr_50Hz_2,30.0
750,-0.6588073857254264,45.53683011153007,0.4392049238169509,18,Left,SNr,50Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz_2.h5,18_left_SNr_50Hz_2,30.0
750,0.584482208565129,51.327481932509656,0.389654805710086,18,Left,SNr,50Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz_2.h5,18_left_SNr_50Hz_2,30.0
2250,-4.022463233265234,22.37434993953755,0.8938807185033854,18,Left,SNr,50Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz_2.h5,18_left_SNr_50Hz_2,90.0
750,0.4370387360866773,68.64380093312859,0.2913591573911183,18,Left,SNr,0Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz_2.h5,18_left_SNr_0Hz_2,
750,0.2339947256297525,128.2080180194689,0.1559964837531683,18,Left,SNr,0Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz_2.h5,18_left_SNr_0Hz_2,
750,0.3421647742871893,87.6770557767004,0.2281098495247929,18,Left,SNr,0Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz_2.h5,18_left_SNr_0Hz_2,
750,-0.1993951551792379,150.4550096667733,0.1329301034528252,18,Left,SNr,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz_2.h5,18_left_SNr_0Hz_2,30.0
750,-0.9913785865499154,30.260891658354893,0.6609190576999436,18,Left,SNr,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz_2.h5,18_left_SNr_0Hz_2,30.0
750,0.088444459010437,339.19592403702524,0.0589629726736247,18,Left,SNr,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz_2.h5,18_left_SNr_0Hz_2,30.0
2250,-3.5577513585167937,25.296877417965625,0.790611413003732,18,Left,SNr,0Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz_2.h5,18_left_SNr_0Hz_2,90.0
750,-1.3032831711945978,23.01878875064565,0.8688554474630652,18,Left,SNr,50Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz_3.h5,18_left_SNr_50Hz_3,
750,-1.2687513069608225,23.645295839625383,0.8458342046405481,18,Left,SNr,50Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz_3.h5,18_left_SNr_50Hz_3,
750,-2.5060164016120985,11.971190603820974,1.6706776010747324,18,Left,SNr,50Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz_3.h5,18_left_SNr_50Hz_3,
750,-0.7268726681081871,41.272703344425146,0.4845817787387914,18,Left,SNr,50Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz_3.h5,18_left_SNr_50Hz_3,30.0
750,0.7568160552531445,39.639751022413776,0.5045440368354297,18,Left,SNr,50Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz_3.h5,18_left_SNr_50Hz_3,30.0
750,-5.105161967855537,5.876405134429405,3.403441311903692,18,Left,SNr,50Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz_3.h5,18_left_SNr_50Hz_3,30.0
500,0.4228006509510358,47.30361685823465,0.4228006509510358,18,Left,SNr,0Hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz_3.h5,18_left_SNr_0Hz_3,
500,-0.095051192967094,210.4129298716307,0.095051192967094,18,Left,SNr,0Hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz_3.h5,18_left_SNr_0Hz_3,
500,1.827705956939116,10.942679222589108,1.827705956939116,18,Left,SNr,0Hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz_3.h5,18_left_SNr_0Hz_3,
750,-0.7838478157545518,38.27273534100652,0.5225652105030345,18,Left,SNr,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz_3.h5,18_left_SNr_0Hz_3,30.0
1000,0.7581474100460612,52.760188150705154,0.3790737050230306,18,Left,SNr,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz_3.h5,18_left_SNr_0Hz_3,40.0
1000,-4.0628006942192565,9.845425116943067,2.031400347109628,18,Left,SNr,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz_3.h5,18_left_SNr_0Hz_3,40.0
2500,-3.713872005660216,26.92607603266688,0.7427744011320432,18,Left,SNr,0Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_0Hz_3.h5,18_left_SNr_0Hz_3,100.0
500,-1.6605689451319845,12.044064812021624,1.6605689451319845,18,Left,SNr,50Hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz.h5,18_left_SNr_50Hz,
500,0.1970015731188823,101.52203194809428,0.1970015731188823,18,Left,SNr,50Hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz.h5,18_left_SNr_50Hz,
500,0.9524501396355312,20.99847453185664,0.9524501396355312,18,Left,SNr,50Hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz.h5,18_left_SNr_50Hz,
750,-2.457388158971776,12.208083566477608,1.6382587726478504,18,Left,SNr,50Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz.h5,18_left_SNr_50Hz,30.0
1000,-1.2253700349460472,32.64320071427338,0.6126850174730236,18,Left,SNr,50Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz.h5,18_left_SNr_50Hz,40.0
1000,-3.070617107285524,13.026697436516486,1.535308553642762,18,Left,SNr,50Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz.h5,18_left_SNr_50Hz,40.0
2500,-0.8623562711288523,115.96135303694928,0.1724712542257704,18,Left,SNr,50Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/18_left_SNr_50Hz.h5,18_left_SNr_50Hz,100.0
750,-0.0336042514321943,892.7441832927927,0.0224028342881295,18,Right,SNr,50Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/18_right_SNr_50Hz_2.h5,18_right_SNr_50Hz_2,
750,-1.3017640416617016,23.04565116248334,0.8678426944411344,18,Right,SNr,50Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/18_right_SNr_50Hz_2.h5,18_right_SNr_50Hz_2,
750,-2.5713404013003625,11.667066711520802,1.7142269342002416,18,Right,SNr,50Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/18_right_SNr_50Hz_2.h5,18_right_SNr_50Hz_2,
750,-0.3138729030656453,95.580088969087,0.2092486020437635,18,Right,SNr,50Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/18_right_SNr_50Hz_2.h5,18_right_SNr_50Hz_2,30.0
750,1.1560941281112878,25.94944414172489,0.7707294187408585,18,Right,SNr,50Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/18_right_SNr_50Hz_2.h5,18_right_SNr_50Hz_2,30.0
750,-0.416217592822561,72.077683685969,0.2774783952150407,18,Right,SNr,50Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/18_right_SNr_50Hz_2.h5,18_right_SNr_50Hz_2,30.0
2250,-1.3815859933266734,65.1425249204301,0.3070191096281496,18,Right,SNr,50Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/18_right_SNr_50Hz_2.h5,18_right_SNr_50Hz_2,90.0
750,-0.5059405523785113,59.29550390646682,0.3372937015856742,28,Right,ZI,50Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/28_right_ZI_50Hz_5.h5,28_right_ZI_50Hz_5,
750,-0.367046167287204,81.7335874168815,0.244697444858136,28,Right,ZI,50Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/28_right_ZI_50Hz_5.h5,28_right_ZI_50Hz_5,
750,-0.0895986807439985,334.82635850092527,0.0597324538293323,28,Right,ZI,50Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/28_right_ZI_50Hz_5.h5,28_right_ZI_50Hz_5,
750,-0.1456722323954614,205.9417879898892,0.0971148215969743,28,Right,ZI,50Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/28_right_ZI_50Hz_5.h5,28_right_ZI_50Hz_5,30.0
750,-0.1499973855542984,200.0034859883616,0.0999982570361989,28,Right,ZI,50Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/28_right_ZI_50Hz_5.h5,28_right_ZI_50Hz_5,30.0
750,2.941125679195866,10.20017614759064,1.9607504527972444,28,Right,ZI,50Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/28_right_ZI_50Hz_5.h5,28_right_ZI_50Hz_5,30.0
2250,0.3379596202742071,266.3040037948248,0.0751021378387127,28,Right,ZI,50Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/28_right_ZI_50Hz_5.h5,28_right_ZI_50Hz_5,90.0
750,0.2017451572725221,148.702454153461,0.1344967715150147,28,Left,ZI,0Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_4.h5,28_left_ZI_0Hz_4,
750,1.2556663657289269,23.89169672676921,0.8371109104859513,28,Left,ZI,0Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_4.h5,28_left_ZI_0Hz_4,
2250,2.0151929640909194,44.66073552445148,0.447820658686871,28,Left,ZI,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_4.h5,28_left_ZI_0Hz_4,90.0
750,-0.0389032934257893,771.1429382508978,0.0259355289505262,28,Left,ZI,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_4.h5,28_left_ZI_0Hz_4,30.0
2250,1.5725499104115983,57.23188777928418,0.3494555356470219,28,Left,ZI,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_4.h5,28_left_ZI_0Hz_4,90.0
750,0.8775289478233451,34.18690639712011,0.5850192985488968,28,Left,ZI,50Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_50Hz_4.h5,28_left_ZI_50Hz_4,
750,0.4537296830639145,66.11866298325045,0.302486455375943,28,Left,ZI,50Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_50Hz_4.h5,28_left_ZI_50Hz_4,
750,0.9094721958093016,32.98616509469456,0.606314797206201,28,Left,ZI,50Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_50Hz_4.h5,28_left_ZI_50Hz_4,
750,0.6938286380637139,43.2383420836041,0.4625524253758092,28,Left,ZI,50Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_50Hz_4.h5,28_left_ZI_50Hz_4,30.0
750,0.0357579140914445,838.9751125661393,0.0238386093942963,28,Left,ZI,50Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_50Hz_4.h5,28_left_ZI_50Hz_4,30.0
750,-1.935827444631604,15.497249035907291,1.2905516297544026,28,Left,ZI,50Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_50Hz_4.h5,28_left_ZI_50Hz_4,30.0
2250,-0.5246027497714004,171.55838401384318,0.1165783888380889,28,Left,ZI,50Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_50Hz_4.h5,28_left_ZI_50Hz_4,90.0
750,-1.3382394474666983,22.41751284255618,0.8921596316444655,28,Left,ZI,0Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_3.h5,28_left_ZI_0Hz_3,
750,0.0877056920214628,342.05305617631484,0.0584704613476419,28,Left,ZI,0Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_3.h5,28_left_ZI_0Hz_3,
750,-0.8631211911309687,34.757575538946355,0.5754141274206458,28,Left,ZI,0Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_3.h5,28_left_ZI_0Hz_3,
750,0.3789081962039812,79.17485106036033,0.2526054641359875,28,Left,ZI,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_3.h5,28_left_ZI_0Hz_3,30.0
750,0.3765305123323273,79.67481788971695,0.2510203415548849,28,Left,ZI,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_3.h5,28_left_ZI_0Hz_3,30.0
750,1.479786097006292,20.27320033665139,0.9865240646708612,28,Left,ZI,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_3.h5,28_left_ZI_0Hz_3,30.0
2250,-1.6803175338039975,53.56130504467982,0.3734038964008883,28,Left,ZI,0Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_3.h5,28_left_ZI_0Hz_3,90.0
750,0.013450692636568,2230.3684137751884,0.0089671284243787,28,Left,ZI,50Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_50Hz_3.h5,28_left_ZI_50Hz_3,
750,-0.0202944765494552,1478.234726916636,0.0135296510329701,28,Left,ZI,50Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_50Hz_3.h5,28_left_ZI_50Hz_3,
750,-1.5126950693856327,19.832152961392428,1.0084633795904216,28,Left,ZI,50Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_50Hz_3.h5,28_left_ZI_50Hz_3,
750,1.554855195251681,19.29440123531501,1.0365701301677872,28,Left,ZI,50Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_50Hz_3.h5,28_left_ZI_50Hz_3,30.0
750,0.2422510398444635,123.83847771824384,0.1615006932296424,28,Left,ZI,50Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_50Hz_3.h5,28_left_ZI_50Hz_3,30.0
750,-0.6037863811747242,49.68644695435516,0.4025242541164828,28,Left,ZI,50Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_50Hz_3.h5,28_left_ZI_50Hz_3,30.0
2250,4.151800422778796,21.677342558716514,0.9226223161730656,28,Left,ZI,50Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_50Hz_3.h5,28_left_ZI_50Hz_3,90.0
750,0.4812986258860905,62.33136432660444,0.320865750590727,28,Left,ZI,0Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_2.h5,28_left_ZI_0Hz_2,
750,0.4362361626630723,68.7700896158179,0.2908241084420482,28,Left,ZI,0Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_2.h5,28_left_ZI_0Hz_2,
750,0.8780742181818832,34.16567686284787,0.5853828121212555,28,Left,ZI,0Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_2.h5,28_left_ZI_0Hz_2,
750,1.1912040142032978,25.18460284073558,0.7941360094688652,28,Left,ZI,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_2.h5,28_left_ZI_0Hz_2,30.0
750,0.4411452151823329,68.00481784121921,0.2940968101215552,28,Left,ZI,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_2.h5,28_left_ZI_0Hz_2,30.0
750,-0.5334499883478742,56.23769923195941,0.3556333255652494,28,Left,ZI,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_2.h5,28_left_ZI_0Hz_2,30.0
2250,1.3100647923026625,68.6988922447184,0.2911255094005917,28,Left,ZI,0Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz_2.h5,28_left_ZI_0Hz_2,90.0
750,1.0276765222121431,29.192065160176053,0.6851176814747623,28,Left,ZI,0Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz.h5,28_left_ZI_0Hz,
750,3.0311222626053134,9.897324291437316,2.0207481750702088,28,Left,ZI,0Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz.h5,28_left_ZI_0Hz,
750,2.253497102253999,13.312641924408654,1.502331401502666,28,Left,ZI,0Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz.h5,28_left_ZI_0Hz,
750,1.473300321377677,20.362447197423485,0.9822002142517848,28,Left,ZI,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz.h5,28_left_ZI_0Hz,30.0
750,-0.6907691998267143,43.429846043404616,0.4605127998844761,28,Left,ZI,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz.h5,28_left_ZI_0Hz,30.0
750,1.9079131429934533,15.723986236045828,1.2719420953289688,28,Left,ZI,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/28_left_ZI_0Hz.h5,28_left_ZI_0Hz,30.0
750,0.6458307117296304,46.45180146304216,0.4305538078197535,28,Left,ZI,50Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/28_left_ZI_50Hz_2.h5,28_left_ZI_50Hz_2,
